panelist_id,date,market,compliance_flag,hours_logged
2,2026-08-10,Guadalajara,,
2,2026-08-11,Guadalajara,0.0,0.3
2,2026-08-12,Guadalajara,0.0,1.4
2,2026-08-13,Guadalajara,1.0,8.7
2,2026-08-14,Guadalajara,1.0,6.9
2,2026-08-15,Guadalajara,1.0,11.2
2,2026-08-16,Guadalajara,1.0,6.0
2,2026-08-17,Guadalajara,1.0,9.0
2,2026-08-18,Guadalajara,1.0,13.2
2,2026-08-19,Guadalajara,1.0,8.8
2,2026-08-20,Guadalajara,1.0,6.5
2,2026-08-21,Guadalajara,0.0,1.2
2,2026-08-22,Guadalajara,0.0,2.9
2,2026-08-23,Guadalajara,1.0,8.6
2,2026-08-24,Guadalajara,1.0,15.8
2,2026-08-25,Guadalajara,1.0,12.0
2,2026-08-26,Guadalajara,1.0,15.9
2,2026-08-27,Guadalajara,1.0,6.6
2,2026-08-28,Guadalajara,0.0,2.5
2,2026-08-29,Guadalajara,0.0,2.5
3,2026-06-01,Guadalajara,0.0,1.2
3,2026-06-02,Guadalajara,0.0,2.9
3,2026-06-03,Guadalajara,1.0,14.0
3,2026-06-04,Guadalajara,1.0,8.2
3,2026-06-05,Guadalajara,1.0,12.0
3,2026-06-06,Guadalajara,1.0,8.6
3,2026-06-07,Guadalajara,1.0,10.9
3,2026-06-08,Guadalajara,1.0,15.0
3,2026-06-09,Guadalajara,1.0,12.2
3,2026-06-10,Guadalajara,1.0,6.3
3,2026-06-11,Guadalajara,1.0,14.6
3,2026-06-12,Guadalajara,1.0,9.9
3,2026-06-13,Guadalajara,1.0,10.8
3,2026-06-14,Guadalajara,0.0,2.6
3,2026-06-15,Guadalajara,0.0,1.0
3,2026-06-16,Guadalajara,1.0,13.4
3,2026-06-17,Guadalajara,1.0,8.5
3,2026-06-18,Guadalajara,,
3,2026-06-19,Guadalajara,1.0,6.5
3,2026-06-20,Guadalajara,1.0,15.6
3,2026-06-21,Guadalajara,0.0,2.7
3,2026-06-22,Guadalajara,1.0,6.6
3,2026-06-23,Guadalajara,1.0,11.2
3,2026-06-24,Guadalajara,1.0,11.7
3,2026-06-25,Guadalajara,1.0,11.4
3,2026-06-26,Guadalajara,1.0,13.3
3,2026-06-27,Guadalajara,1.0,14.7
3,2026-06-28,Guadalajara,1.0,7.6
3,2026-06-29,Guadalajara,1.0,9.3
3,2026-06-30,Guadalajara,1.0,15.3
3,2026-07-01,Guadalajara,0.0,2.1
3,2026-07-02,Guadalajara,1.0,14.8
3,2026-07-03,Guadalajara,1.0,10.7
3,2026-07-04,Guadalajara,1.0,6.1
3,2026-07-05,Guadalajara,1.0,8.3
3,2026-07-06,Guadalajara,1.0,6.0
3,2026-07-07,Guadalajara,1.0,13.6
3,2026-07-08,Guadalajara,1.0,7.9
3,2026-07-09,Guadalajara,0.0,1.0
3,2026-07-10,Guadalajara,1.0,7.2
3,2026-07-11,Guadalajara,1.0,6.1
3,2026-07-12,Guadalajara,1.0,7.3
3,2026-07-13,Guadalajara,1.0,6.2
3,2026-07-14,Guadalajara,1.0,14.4
3,2026-07-15,Guadalajara,1.0,7.8
3,2026-07-16,Guadalajara,1.0,13.9
3,2026-07-17,Guadalajara,1.0,13.7
3,2026-07-18,Guadalajara,1.0,7.7
3,2026-07-19,Guadalajara,1.0,13.1
3,2026-07-20,Guadalajara,1.0,6.6
3,2026-07-21,Guadalajara,0.0,2.6
3,2026-07-22,Guadalajara,1.0,12.8
3,2026-07-23,Guadalajara,1.0,12.5
3,2026-07-24,Guadalajara,1.0,9.8
3,2026-07-25,Guadalajara,0.0,2.5
3,2026-07-26,Guadalajara,1.0,14.2
3,2026-07-27,Guadalajara,1.0,6.0
3,2026-07-28,Guadalajara,1.0,10.7
3,2026-07-29,Guadalajara,1.0,7.0
3,2026-07-30,Guadalajara,1.0,11.3
3,2026-07-31,Guadalajara,1.0,9.0
3,2026-08-01,Guadalajara,1.0,13.7
3,2026-08-02,Guadalajara,1.0,7.3
3,2026-08-03,Guadalajara,1.0,15.6
3,2026-08-04,Guadalajara,0.0,2.2
3,2026-08-05,Guadalajara,1.0,14.6
3,2026-08-06,Guadalajara,1.0,13.6
3,2026-08-07,Guadalajara,1.0,9.1
3,2026-08-08,Guadalajara,1.0,13.2
3,2026-08-09,Guadalajara,1.0,8.0
3,2026-08-10,Guadalajara,1.0,13.1
3,2026-08-11,Guadalajara,1.0,10.7
3,2026-08-12,Guadalajara,1.0,7.6
3,2026-08-13,Guadalajara,1.0,6.9
3,2026-08-14,Guadalajara,1.0,10.5
3,2026-08-15,Guadalajara,1.0,6.2
3,2026-08-16,Guadalajara,1.0,8.9
3,2026-08-17,Guadalajara,1.0,15.7
3,2026-08-18,Guadalajara,1.0,10.6
3,2026-08-19,Guadalajara,,
3,2026-08-20,Guadalajara,1.0,12.1
3,2026-08-21,Guadalajara,1.0,11.6
3,2026-08-22,Guadalajara,1.0,7.6
3,2026-08-23,Guadalajara,1.0,9.3
3,2026-08-24,Guadalajara,1.0,10.3
3,2026-08-25,Guadalajara,1.0,7.5
3,2026-08-26,Guadalajara,1.0,12.8
3,2026-08-27,Guadalajara,1.0,15.7
3,2026-08-28,Guadalajara,1.0,12.6
3,2026-08-29,Guadalajara,1.0,15.5
4,2026-06-01,CDMX,1.0,13.5
4,2026-06-02,CDMX,1.0,7.0
4,2026-06-03,CDMX,1.0,6.2
4,2026-06-04,CDMX,1.0,8.1
4,2026-06-05,CDMX,1.0,13.8
4,2026-06-06,CDMX,1.0,6.7
4,2026-06-07,CDMX,1.0,14.8
4,2026-06-08,CDMX,1.0,14.2
4,2026-06-09,CDMX,1.0,9.2
4,2026-06-10,CDMX,1.0,8.0
4,2026-06-11,CDMX,1.0,14.2
4,2026-06-12,CDMX,0.0,2.0
4,2026-06-13,CDMX,1.0,7.2
4,2026-06-14,CDMX,1.0,11.9
4,2026-06-15,CDMX,1.0,12.1
4,2026-06-16,CDMX,1.0,15.4
4,2026-06-17,CDMX,1.0,12.3
4,2026-06-18,CDMX,1.0,12.1
4,2026-06-19,CDMX,1.0,12.6
4,2026-06-20,CDMX,1.0,12.0
4,2026-06-21,CDMX,1.0,10.8
4,2026-06-22,CDMX,0.0,0.5
4,2026-06-23,CDMX,1.0,13.2
4,2026-06-24,CDMX,1.0,12.5
4,2026-06-25,CDMX,1.0,12.2
4,2026-06-26,CDMX,1.0,10.7
4,2026-06-27,CDMX,1.0,14.7
4,2026-06-28,CDMX,1.0,6.4
4,2026-06-29,CDMX,1.0,6.2
4,2026-06-30,CDMX,1.0,9.3
4,2026-07-01,CDMX,1.0,10.9
4,2026-07-02,CDMX,1.0,10.0
4,2026-07-03,CDMX,1.0,10.2
4,2026-07-04,CDMX,1.0,14.4
4,2026-07-05,CDMX,1.0,15.6
4,2026-07-06,CDMX,1.0,14.5
4,2026-07-07,CDMX,1.0,13.4
4,2026-07-08,CDMX,1.0,11.0
4,2026-07-09,CDMX,1.0,11.1
4,2026-07-10,CDMX,1.0,6.3
4,2026-07-11,CDMX,1.0,12.1
4,2026-07-12,CDMX,1.0,13.9
4,2026-07-13,CDMX,1.0,15.9
4,2026-07-14,CDMX,1.0,9.6
4,2026-07-15,CDMX,1.0,10.7
4,2026-07-16,CDMX,1.0,8.4
4,2026-07-17,CDMX,1.0,10.1
4,2026-07-18,CDMX,1.0,12.3
4,2026-07-19,CDMX,1.0,11.1
4,2026-07-20,CDMX,1.0,6.7
4,2026-07-21,CDMX,1.0,7.0
4,2026-07-22,CDMX,1.0,11.9
4,2026-07-23,CDMX,1.0,12.6
4,2026-07-24,CDMX,1.0,12.5
4,2026-07-25,CDMX,1.0,10.0
4,2026-07-26,CDMX,1.0,6.1
4,2026-07-27,CDMX,1.0,12.0
4,2026-07-28,CDMX,1.0,8.4
4,2026-07-29,CDMX,1.0,14.8
4,2026-07-30,CDMX,1.0,9.3
4,2026-07-31,CDMX,1.0,12.7
4,2026-08-01,CDMX,1.0,10.5
4,2026-08-02,CDMX,1.0,15.5
4,2026-08-03,CDMX,1.0,9.6
4,2026-08-04,CDMX,1.0,12.1
4,2026-08-05,CDMX,1.0,11.3
4,2026-08-06,CDMX,1.0,13.1
4,2026-08-07,CDMX,1.0,14.6
4,2026-08-08,CDMX,1.0,11.4
4,2026-08-09,CDMX,0.0,3.0
4,2026-08-10,CDMX,1.0,8.3
4,2026-08-11,CDMX,1.0,12.4
4,2026-08-12,CDMX,1.0,7.8
4,2026-08-13,CDMX,1.0,7.0
4,2026-08-14,CDMX,1.0,12.9
4,2026-08-15,CDMX,1.0,10.8
4,2026-08-16,CDMX,1.0,6.2
4,2026-08-17,CDMX,1.0,15.7
4,2026-08-18,CDMX,1.0,8.5
4,2026-08-19,CDMX,1.0,9.4
4,2026-08-20,CDMX,1.0,7.3
4,2026-08-21,CDMX,1.0,7.4
4,2026-08-22,CDMX,1.0,13.3
4,2026-08-23,CDMX,1.0,7.9
4,2026-08-24,CDMX,1.0,7.6
4,2026-08-25,CDMX,1.0,15.6
4,2026-08-26,CDMX,1.0,12.6
4,2026-08-27,CDMX,1.0,9.7
4,2026-08-28,CDMX,0.0,0.7
4,2026-08-29,CDMX,1.0,14.6
5,2026-06-01,Guadalajara,1.0,14.0
5,2026-06-02,Guadalajara,1.0,12.0
5,2026-06-03,Guadalajara,1.0,14.3
5,2026-06-04,Guadalajara,1.0,11.8
5,2026-06-05,Guadalajara,1.0,7.6
5,2026-06-06,Guadalajara,1.0,9.2
5,2026-06-07,Guadalajara,1.0,15.9
5,2026-06-08,Guadalajara,1.0,6.9
5,2026-06-09,Guadalajara,1.0,7.1
5,2026-06-10,Guadalajara,1.0,13.7
5,2026-06-11,Guadalajara,1.0,10.4
5,2026-06-12,Guadalajara,1.0,14.8
5,2026-06-13,Guadalajara,1.0,14.7
5,2026-06-14,Guadalajara,1.0,9.0
5,2026-06-15,Guadalajara,1.0,9.3
5,2026-06-16,Guadalajara,1.0,12.1
5,2026-06-17,Guadalajara,1.0,9.8
5,2026-06-18,Guadalajara,1.0,12.0
5,2026-06-19,Guadalajara,1.0,10.4
5,2026-06-20,Guadalajara,,
5,2026-06-21,Guadalajara,1.0,7.7
5,2026-06-22,Guadalajara,1.0,13.6
5,2026-06-23,Guadalajara,1.0,11.4
5,2026-06-24,Guadalajara,1.0,14.5
5,2026-06-25,Guadalajara,1.0,14.1
5,2026-06-26,Guadalajara,1.0,7.5
5,2026-06-27,Guadalajara,1.0,8.5
5,2026-06-28,Guadalajara,1.0,9.9
5,2026-06-29,Guadalajara,1.0,13.5
5,2026-06-30,Guadalajara,1.0,11.2
5,2026-07-01,Guadalajara,1.0,10.3
5,2026-07-02,Guadalajara,1.0,6.7
5,2026-07-03,Guadalajara,1.0,12.5
5,2026-07-04,Guadalajara,1.0,8.0
5,2026-07-05,Guadalajara,1.0,7.9
5,2026-07-06,Guadalajara,1.0,12.2
5,2026-07-07,Guadalajara,1.0,12.7
5,2026-07-08,Guadalajara,1.0,11.3
5,2026-07-09,Guadalajara,1.0,6.9
5,2026-07-10,Guadalajara,1.0,10.0
5,2026-07-11,Guadalajara,1.0,14.2
5,2026-07-12,Guadalajara,1.0,7.2
5,2026-07-13,Guadalajara,1.0,14.0
5,2026-07-14,Guadalajara,1.0,9.0
5,2026-07-15,Guadalajara,1.0,7.9
5,2026-07-16,Guadalajara,1.0,10.2
5,2026-07-17,Guadalajara,1.0,14.2
5,2026-07-18,Guadalajara,1.0,11.3
5,2026-07-19,Guadalajara,1.0,6.0
5,2026-07-20,Guadalajara,1.0,11.2
5,2026-07-21,Guadalajara,1.0,13.9
5,2026-07-22,Guadalajara,1.0,7.7
5,2026-07-23,Guadalajara,1.0,15.1
5,2026-07-24,Guadalajara,1.0,11.6
5,2026-07-25,Guadalajara,1.0,9.0
5,2026-07-26,Guadalajara,1.0,14.5
5,2026-07-27,Guadalajara,1.0,14.1
5,2026-07-28,Guadalajara,1.0,7.5
5,2026-07-29,Guadalajara,1.0,7.5
5,2026-07-30,Guadalajara,1.0,14.7
5,2026-07-31,Guadalajara,1.0,11.4
5,2026-08-01,Guadalajara,1.0,9.1
5,2026-08-02,Guadalajara,1.0,8.1
5,2026-08-03,Guadalajara,1.0,8.6
5,2026-08-04,Guadalajara,1.0,6.6
5,2026-08-05,Guadalajara,1.0,8.7
5,2026-08-06,Guadalajara,1.0,12.8
5,2026-08-07,Guadalajara,1.0,10.5
5,2026-08-08,Guadalajara,1.0,6.2
5,2026-08-09,Guadalajara,1.0,14.2
5,2026-08-10,Guadalajara,1.0,9.4
5,2026-08-11,Guadalajara,1.0,13.7
5,2026-08-12,Guadalajara,1.0,12.5
5,2026-08-13,Guadalajara,1.0,10.0
5,2026-08-14,Guadalajara,1.0,9.4
5,2026-08-15,Guadalajara,1.0,10.4
5,2026-08-16,Guadalajara,1.0,12.7
5,2026-08-17,Guadalajara,1.0,12.4
5,2026-08-18,Guadalajara,1.0,11.9
5,2026-08-19,Guadalajara,1.0,8.3
5,2026-08-20,Guadalajara,1.0,7.9
5,2026-08-21,Guadalajara,0.0,1.1
5,2026-08-22,Guadalajara,1.0,16.0
5,2026-08-23,Guadalajara,1.0,9.3
5,2026-08-24,Guadalajara,1.0,6.9
5,2026-08-25,Guadalajara,1.0,12.3
5,2026-08-26,Guadalajara,1.0,7.7
5,2026-08-27,Guadalajara,1.0,10.2
5,2026-08-28,Guadalajara,1.0,6.0
5,2026-08-29,Guadalajara,1.0,15.8
6,2026-06-01,Guadalajara,1.0,7.2
6,2026-06-02,Guadalajara,1.0,6.2
6,2026-06-03,Guadalajara,1.0,13.7
6,2026-06-04,Guadalajara,1.0,12.7
6,2026-06-05,Guadalajara,0.0,0.8
6,2026-06-06,Guadalajara,1.0,14.6
6,2026-06-07,Guadalajara,1.0,11.1
6,2026-06-08,Guadalajara,1.0,6.6
6,2026-06-09,Guadalajara,1.0,8.3
6,2026-06-10,Guadalajara,1.0,9.8
6,2026-06-11,Guadalajara,1.0,8.4
6,2026-06-12,Guadalajara,1.0,14.3
6,2026-06-13,Guadalajara,1.0,15.4
6,2026-06-14,Guadalajara,1.0,7.6
6,2026-06-15,Guadalajara,1.0,11.7
6,2026-06-16,Guadalajara,1.0,9.9
6,2026-06-17,Guadalajara,1.0,10.0
6,2026-06-18,Guadalajara,1.0,12.3
6,2026-06-19,Guadalajara,1.0,11.3
6,2026-06-20,Guadalajara,1.0,7.4
6,2026-06-21,Guadalajara,1.0,14.2
6,2026-06-22,Guadalajara,1.0,6.2
6,2026-06-23,Guadalajara,1.0,8.2
6,2026-06-24,Guadalajara,1.0,11.7
6,2026-06-25,Guadalajara,1.0,11.8
6,2026-06-26,Guadalajara,1.0,9.1
6,2026-06-27,Guadalajara,1.0,7.4
6,2026-06-28,Guadalajara,1.0,14.3
6,2026-06-29,Guadalajara,1.0,15.5
6,2026-06-30,Guadalajara,1.0,12.7
6,2026-07-01,Guadalajara,1.0,10.8
6,2026-07-02,Guadalajara,1.0,8.3
6,2026-07-03,Guadalajara,0.0,2.3
6,2026-07-04,Guadalajara,1.0,11.9
6,2026-07-05,Guadalajara,1.0,14.8
6,2026-07-06,Guadalajara,1.0,14.5
6,2026-07-07,Guadalajara,,
6,2026-07-08,Guadalajara,0.0,1.8
6,2026-07-09,Guadalajara,1.0,9.9
6,2026-07-10,Guadalajara,1.0,7.9
6,2026-07-11,Guadalajara,1.0,10.8
6,2026-07-12,Guadalajara,1.0,12.2
6,2026-07-13,Guadalajara,1.0,10.3
6,2026-07-14,Guadalajara,1.0,6.7
6,2026-07-15,Guadalajara,1.0,8.7
6,2026-07-16,Guadalajara,1.0,12.9
6,2026-07-17,Guadalajara,1.0,12.3
6,2026-07-18,Guadalajara,1.0,8.3
6,2026-07-19,Guadalajara,1.0,7.7
6,2026-07-20,Guadalajara,1.0,14.5
6,2026-07-21,Guadalajara,1.0,13.9
6,2026-07-22,Guadalajara,1.0,12.5
6,2026-07-23,Guadalajara,1.0,11.3
6,2026-07-24,Guadalajara,1.0,7.8
6,2026-07-25,Guadalajara,1.0,15.6
6,2026-07-26,Guadalajara,1.0,7.3
6,2026-07-27,Guadalajara,1.0,13.9
6,2026-07-28,Guadalajara,1.0,12.8
6,2026-07-29,Guadalajara,1.0,12.2
6,2026-07-30,Guadalajara,1.0,14.3
6,2026-07-31,Guadalajara,1.0,8.0
6,2026-08-01,Guadalajara,0.0,0.1
6,2026-08-02,Guadalajara,1.0,8.7
6,2026-08-03,Guadalajara,1.0,11.0
6,2026-08-04,Guadalajara,1.0,7.5
6,2026-08-05,Guadalajara,1.0,14.6
6,2026-08-06,Guadalajara,1.0,12.5
6,2026-08-07,Guadalajara,1.0,12.1
6,2026-08-08,Guadalajara,1.0,9.9
6,2026-08-09,Guadalajara,1.0,7.3
6,2026-08-10,Guadalajara,0.0,2.0
6,2026-08-11,Guadalajara,1.0,14.1
6,2026-08-12,Guadalajara,0.0,0.8
6,2026-08-13,Guadalajara,1.0,8.5
6,2026-08-14,Guadalajara,1.0,14.3
6,2026-08-15,Guadalajara,1.0,9.9
6,2026-08-16,Guadalajara,1.0,8.3
6,2026-08-17,Guadalajara,1.0,10.5
6,2026-08-18,Guadalajara,1.0,7.1
6,2026-08-19,Guadalajara,1.0,10.4
6,2026-08-20,Guadalajara,0.0,0.1
6,2026-08-21,Guadalajara,1.0,12.6
6,2026-08-22,Guadalajara,1.0,7.1
6,2026-08-23,Guadalajara,0.0,1.5
6,2026-08-24,Guadalajara,1.0,10.6
6,2026-08-25,Guadalajara,1.0,15.7
6,2026-08-26,Guadalajara,1.0,13.8
6,2026-08-27,Guadalajara,1.0,10.1
6,2026-08-28,Guadalajara,1.0,14.3
6,2026-08-29,Guadalajara,0.0,1.3
7,2026-06-01,Guadalajara,1.0,15.0
7,2026-06-02,Guadalajara,1.0,8.3
7,2026-06-03,Guadalajara,1.0,12.7
7,2026-06-04,Guadalajara,,
7,2026-06-05,Guadalajara,1.0,8.6
7,2026-06-06,Guadalajara,0.0,2.9
7,2026-06-07,Guadalajara,1.0,15.0
7,2026-06-08,Guadalajara,1.0,7.3
7,2026-06-09,Guadalajara,1.0,7.1
7,2026-06-10,Guadalajara,1.0,15.2
7,2026-06-11,Guadalajara,1.0,12.2
7,2026-06-12,Guadalajara,1.0,6.4
7,2026-06-13,Guadalajara,0.0,1.8
7,2026-06-14,Guadalajara,0.0,1.1
7,2026-06-15,Guadalajara,1.0,9.9
7,2026-06-16,Guadalajara,1.0,8.7
7,2026-06-17,Guadalajara,1.0,12.8
7,2026-06-18,Guadalajara,1.0,6.1
7,2026-06-19,Guadalajara,1.0,12.7
7,2026-06-20,Guadalajara,1.0,14.8
7,2026-06-21,Guadalajara,1.0,11.4
7,2026-06-22,Guadalajara,1.0,8.2
7,2026-06-23,Guadalajara,1.0,13.5
7,2026-06-24,Guadalajara,1.0,7.8
7,2026-06-25,Guadalajara,0.0,1.0
7,2026-06-26,Guadalajara,1.0,8.7
7,2026-06-27,Guadalajara,1.0,13.3
7,2026-06-28,Guadalajara,0.0,2.1
7,2026-06-29,Guadalajara,0.0,2.9
7,2026-06-30,Guadalajara,1.0,7.5
7,2026-07-01,Guadalajara,1.0,10.1
7,2026-07-02,Guadalajara,1.0,13.4
7,2026-07-03,Guadalajara,1.0,7.1
7,2026-07-04,Guadalajara,0.0,0.3
7,2026-07-05,Guadalajara,1.0,14.8
7,2026-07-06,Guadalajara,1.0,7.6
7,2026-07-07,Guadalajara,1.0,14.1
7,2026-07-08,Guadalajara,1.0,14.8
7,2026-07-09,Guadalajara,1.0,7.9
7,2026-07-10,Guadalajara,1.0,12.6
7,2026-07-11,Guadalajara,1.0,13.4
7,2026-07-12,Guadalajara,1.0,12.1
7,2026-07-13,Guadalajara,1.0,9.8
7,2026-07-14,Guadalajara,1.0,11.2
7,2026-07-15,Guadalajara,1.0,14.4
7,2026-07-16,Guadalajara,1.0,6.1
7,2026-07-17,Guadalajara,1.0,13.6
7,2026-07-18,Guadalajara,1.0,13.6
7,2026-07-19,Guadalajara,1.0,10.7
7,2026-07-20,Guadalajara,1.0,7.2
7,2026-07-21,Guadalajara,1.0,12.4
