panelist_id,date,market,device_type,tenure_months,compliance_flag,hours_logged
3,2026-08-29,CDMX,Meter_v2,11,1,13.7
3,2026-08-30,CDMX,Meter_v2,11,1,11.6
3,2026-08-31,CDMX,Meter_v2,11,1,12.3
3,2026-09-01,CDMX,Meter_v2,11,1,10.7
4,2026-08-12,Guadalajara,Meter_v3,24,1,14.6
4,2026-08-13,Guadalajara,Meter_v3,24,1,6.6
4,2026-08-14,Guadalajara,Meter_v3,24,1,8.0
4,2026-08-15,Guadalajara,Meter_v3,24,1,13.5
4,2026-08-16,Guadalajara,Meter_v3,24,1,10.6
4,2026-08-17,Guadalajara,Meter_v3,24,1,13.0
4,2026-08-18,Guadalajara,Meter_v3,24,1,10.9
4,2026-08-19,Guadalajara,Meter_v3,24,0,0.0
4,2026-08-20,Guadalajara,Meter_v3,24,1,12.1
4,2026-08-21,Guadalajara,Meter_v3,24,0,1.9
4,2026-08-22,Guadalajara,Meter_v3,24,1,8.3
4,2026-08-23,Guadalajara,Meter_v3,24,1,8.9
4,2026-08-24,Guadalajara,Meter_v3,24,1,11.8
4,2026-08-25,Guadalajara,Meter_v3,24,1,13.9
4,2026-08-26,Guadalajara,Meter_v3,24,1,8.3
4,2026-08-27,Guadalajara,Meter_v3,24,1,12.4
4,2026-08-28,Guadalajara,Meter_v3,24,1,14.4
4,2026-08-29,Guadalajara,Meter_v3,24,1,9.1
4,2026-08-30,Guadalajara,Meter_v3,24,1,8.4
4,2026-08-31,Guadalajara,Meter_v3,24,1,6.0
4,2026-09-01,Guadalajara,Meter_v3,24,1,7.6
5,2026-08-12,Guadalajara,Meter_v2,69,1,11.2
5,2026-08-13,Guadalajara,Meter_v2,69,1,12.3
5,2026-08-14,Guadalajara,Meter_v2,69,1,6.6
5,2026-08-15,Guadalajara,Meter_v2,69,1,10.9
5,2026-08-16,Guadalajara,Meter_v2,69,1,7.0
5,2026-08-17,Guadalajara,Meter_v2,69,1,9.5
5,2026-08-18,Guadalajara,Meter_v2,69,1,12.8
5,2026-08-19,Guadalajara,Meter_v2,69,1,9.5
5,2026-08-20,Guadalajara,Meter_v2,69,1,9.6
5,2026-08-21,Guadalajara,Meter_v2,69,1,8.1
5,2026-08-22,Guadalajara,Meter_v2,69,1,11.0
5,2026-08-23,Guadalajara,Meter_v2,69,1,9.6
5,2026-08-24,Guadalajara,Meter_v2,69,1,14.3
5,2026-08-25,Guadalajara,Meter_v2,69,1,8.6
5,2026-08-26,Guadalajara,Meter_v2,69,1,13.8
5,2026-08-27,Guadalajara,Meter_v2,69,1,10.6
5,2026-08-28,Guadalajara,Meter_v2,69,1,7.3
5,2026-08-29,Guadalajara,Meter_v2,69,1,8.7
5,2026-08-30,Guadalajara,Meter_v2,69,1,14.9
5,2026-08-31,Guadalajara,Meter_v2,69,1,13.5
5,2026-09-01,Guadalajara,Meter_v2,69,1,14.4
6,2026-08-12,Guadalajara,Meter_v2,14,1,10.8
6,2026-08-13,Guadalajara,Meter_v2,14,1,8.9
6,2026-08-14,Guadalajara,Meter_v2,14,1,7.4
6,2026-08-15,Guadalajara,Meter_v2,14,0,1.0
6,2026-08-16,Guadalajara,Meter_v2,14,1,10.2
6,2026-08-17,Guadalajara,Meter_v2,14,1,12.5
6,2026-08-18,Guadalajara,Meter_v2,14,1,13.3
6,2026-08-19,Guadalajara,Meter_v2,14,1,13.4
6,2026-08-20,Guadalajara,Meter_v2,14,1,7.6
6,2026-08-21,Guadalajara,Meter_v2,14,1,6.6
6,2026-08-22,Guadalajara,Meter_v2,14,1,9.5
6,2026-08-23,Guadalajara,Meter_v2,14,1,7.4
6,2026-08-24,Guadalajara,Meter_v2,14,1,13.4
6,2026-08-25,Guadalajara,Meter_v2,14,1,11.2
6,2026-08-26,Guadalajara,Meter_v2,14,1,10.4
6,2026-08-27,Guadalajara,Meter_v2,14,1,8.0
6,2026-08-28,Guadalajara,Meter_v2,14,1,14.0
6,2026-08-29,Guadalajara,Meter_v2,14,1,7.2
6,2026-08-30,Guadalajara,Meter_v2,14,1,9.9
6,2026-08-31,Guadalajara,Meter_v2,14,1,12.0
6,2026-09-01,Guadalajara,Meter_v2,14,1,10.1
7,2026-08-12,Monterrey,Meter_Audio_v1,13,1,9.7
7,2026-08-13,Monterrey,Meter_Audio_v1,13,1,6.7
7,2026-08-14,Monterrey,Meter_Audio_v1,13,1,6.4
7,2026-08-15,Monterrey,Meter_Audio_v1,13,1,12.9
7,2026-08-16,Monterrey,Meter_Audio_v1,13,1,10.1
7,2026-08-17,Monterrey,Meter_Audio_v1,13,1,8.4
7,2026-08-18,Monterrey,Meter_Audio_v1,13,1,6.0
7,2026-08-19,Monterrey,Meter_Audio_v1,13,1,12.2
7,2026-08-20,Monterrey,Meter_Audio_v1,13,1,12.6
7,2026-08-21,Monterrey,Meter_Audio_v1,13,1,9.1
7,2026-08-22,Monterrey,Meter_Audio_v1,13,0,2.5
7,2026-08-23,Monterrey,Meter_Audio_v1,13,1,10.1
7,2026-08-24,Monterrey,Meter_Audio_v1,13,1,12.1
7,2026-08-25,Monterrey,Meter_Audio_v1,13,1,13.8
7,2026-08-26,Monterrey,Meter_Audio_v1,13,1,11.4
7,2026-08-27,Monterrey,Meter_Audio_v1,13,1,6.0
7,2026-08-28,Monterrey,Meter_Audio_v1,13,1,8.0
7,2026-08-29,Monterrey,Meter_Audio_v1,13,0,1.2
7,2026-08-30,Monterrey,Meter_Audio_v1,13,1,10.5
7,2026-08-31,Monterrey,Meter_Audio_v1,13,1,10.6
7,2026-09-01,Monterrey,Meter_Audio_v1,13,1,6.5
8,2026-08-12,Guadalajara,Meter_v2,2,1,13.2
8,2026-08-13,Guadalajara,Meter_v2,2,1,8.8
8,2026-08-14,Guadalajara,Meter_v2,2,1,12.7
8,2026-08-15,Guadalajara,Meter_v2,2,1,11.8
8,2026-08-16,Guadalajara,Meter_v2,2,1,9.5
8,2026-08-17,Guadalajara,Meter_v2,2,1,11.5
8,2026-08-18,Guadalajara,Meter_v2,2,1,10.3
8,2026-08-19,Guadalajara,Meter_v2,2,1,14.7
8,2026-08-20,Guadalajara,Meter_v2,2,1,8.8
8,2026-08-21,Guadalajara,Meter_v2,2,1,10.1
8,2026-08-22,Guadalajara,Meter_v2,2,1,6.9
8,2026-08-23,Guadalajara,Meter_v2,2,1,9.0
8,2026-08-24,Guadalajara,Meter_v2,2,1,7.3
8,2026-08-25,Guadalajara,Meter_v2,2,1,6.9
8,2026-08-26,Guadalajara,Meter_v2,2,1,10.9
8,2026-08-27,Guadalajara,Meter_v2,2,1,14.3
8,2026-08-28,Guadalajara,Meter_v2,2,1,11.4
8,2026-08-29,Guadalajara,Meter_v2,2,1,12.1
8,2026-08-30,Guadalajara,Meter_v2,2,1,9.9
8,2026-08-31,Guadalajara,Meter_v2,2,1,7.7
8,2026-09-01,Guadalajara,Meter_v2,2,1,11.0
9,2026-08-12,CDMX,Meter_Audio_v1,6,1,9.6
9,2026-08-13,CDMX,Meter_Audio_v1,6,1,8.0
9,2026-08-14,CDMX,Meter_Audio_v1,6,1,8.8
9,2026-08-15,CDMX,Meter_Audio_v1,6,1,8.4
9,2026-08-16,CDMX,Meter_Audio_v1,6,1,9.7
9,2026-08-17,CDMX,Meter_Audio_v1,6,1,9.6
9,2026-08-18,CDMX,Meter_Audio_v1,6,1,12.9
9,2026-08-19,CDMX,Meter_Audio_v1,6,1,12.3
9,2026-08-20,CDMX,Meter_Audio_v1,6,1,7.6
9,2026-08-21,CDMX,Meter_Audio_v1,6,1,8.3
9,2026-08-22,CDMX,Meter_Audio_v1,6,1,12.7
9,2026-08-23,CDMX,Meter_Audio_v1,6,1,11.9
9,2026-08-24,CDMX,Meter_Audio_v1,6,1,9.7
9,2026-08-25,CDMX,Meter_Audio_v1,6,1,10.6
9,2026-08-26,CDMX,Meter_Audio_v1,6,1,9.7
9,2026-08-27,CDMX,Meter_Audio_v1,6,1,14.8
9,2026-08-28,CDMX,Meter_Audio_v1,6,1,9.4
9,2026-08-29,CDMX,Meter_Audio_v1,6,1,12.7
9,2026-08-30,CDMX,Meter_Audio_v1,6,1,7.9
9,2026-08-31,CDMX,Meter_Audio_v1,6,1,12.5
9,2026-09-01,CDMX,Meter_Audio_v1,6,1,6.6
10,2026-08-12,CDMX,Meter_v2,13,1,12.9
10,2026-08-13,CDMX,Meter_v2,13,1,14.1
10,2026-08-14,CDMX,Meter_v2,13,1,13.0
10,2026-08-15,CDMX,Meter_v2,13,1,11.5
10,2026-08-16,CDMX,Meter_v2,13,1,14.7
10,2026-08-17,CDMX,Meter_v2,13,1,12.1
10,2026-08-18,CDMX,Meter_v2,13,1,11.4
10,2026-08-19,CDMX,Meter_v2,13,1,6.8
10,2026-08-20,CDMX,Meter_v2,13,1,13.4
10,2026-08-21,CDMX,Meter_v2,13,1,7.1
10,2026-08-22,CDMX,Meter_v2,13,0,0.8
10,2026-08-23,CDMX,Meter_v2,13,1,14.0
10,2026-08-24,CDMX,Meter_v2,13,1,13.0
10,2026-08-25,CDMX,Meter_v2,13,1,7.1
10,2026-08-26,CDMX,Meter_v2,13,1,14.6
10,2026-08-27,CDMX,Meter_v2,13,1,6.3
10,2026-08-28,CDMX,Meter_v2,13,1,8.2
10,2026-08-29,CDMX,Meter_v2,13,0,0.4
10,2026-08-30,CDMX,Meter_v2,13,1,7.4
10,2026-08-31,CDMX,Meter_v2,13,1,12.9
10,2026-09-01,CDMX,Meter_v2,13,1,11.6
11,2026-08-12,Tijuana,Meter_v2,21,1,14.2
11,2026-08-13,Tijuana,Meter_v2,21,1,9.3
11,2026-08-14,Tijuana,Meter_v2,21,1,7.3
11,2026-08-15,Tijuana,Meter_v2,21,1,10.5
11,2026-08-16,Tijuana,Meter_v2,21,1,9.3
11,2026-08-17,Tijuana,Meter_v2,21,1,6.2
11,2026-08-18,Tijuana,Meter_v2,21,1,6.7
11,2026-08-19,Tijuana,Meter_v2,21,1,12.8
11,2026-08-20,Tijuana,Meter_v2,21,1,13.6
11,2026-08-21,Tijuana,Meter_v2,21,1,7.4
11,2026-08-22,Tijuana,Meter_v2,21,1,10.5
11,2026-08-23,Tijuana,Meter_v2,21,1,12.0
11,2026-08-24,Tijuana,Meter_v2,21,1,6.8
11,2026-08-25,Tijuana,Meter_v2,21,1,9.9
11,2026-08-26,Tijuana,Meter_v2,21,1,8.8
11,2026-08-27,Tijuana,Meter_v2,21,1,10.9
11,2026-08-28,Tijuana,Meter_v2,21,1,7.9
11,2026-08-29,Tijuana,Meter_v2,21,1,9.3
11,2026-08-30,Tijuana,Meter_v2,21,0,2.8
11,2026-08-31,Tijuana,Meter_v2,21,1,14.8
11,2026-09-01,Tijuana,Meter_v2,21,1,10.4
12,2026-08-12,Tijuana,Meter_v2,30,1,6.8
12,2026-08-13,Tijuana,Meter_v2,30,1,7.1
12,2026-08-14,Tijuana,Meter_v2,30,1,7.2
12,2026-08-15,Tijuana,Meter_v2,30,1,7.1
12,2026-08-16,Tijuana,Meter_v2,30,1,9.2
12,2026-08-17,Tijuana,Meter_v2,30,1,12.8
12,2026-08-18,Tijuana,Meter_v2,30,1,11.4
12,2026-08-19,Tijuana,Meter_v2,30,1,6.6
12,2026-08-20,Tijuana,Meter_v2,30,1,8.6
12,2026-08-21,Tijuana,Meter_v2,30,1,12.8
12,2026-08-22,Tijuana,Meter_v2,30,1,9.4
12,2026-08-23,Tijuana,Meter_v2,30,1,11.0
12,2026-08-24,Tijuana,Meter_v2,30,0,2.5
12,2026-08-25,Tijuana,Meter_v2,30,1,9.8
12,2026-08-26,Tijuana,Meter_v2,30,1,12.9
12,2026-08-27,Tijuana,Meter_v2,30,1,11.0
12,2026-08-28,Tijuana,Meter_v2,30,1,12.1
12,2026-08-29,Tijuana,Meter_v2,30,0,2.7
12,2026-08-30,Tijuana,Meter_v2,30,1,6.2
12,2026-08-31,Tijuana,Meter_v2,30,1,7.1
12,2026-09-01,Tijuana,Meter_v2,30,1,7.2
13,2026-08-12,Guadalajara,Meter_v2,9,1,13.3
13,2026-08-13,Guadalajara,Meter_v2,9,1,10.6
13,2026-08-14,Guadalajara,Meter_v2,9,1,14.4
13,2026-08-15,Guadalajara,Meter_v2,9,1,6.7
13,2026-08-16,Guadalajara,Meter_v2,9,1,13.6
13,2026-08-17,Guadalajara,Meter_v2,9,1,8.4
13,2026-08-18,Guadalajara,Meter_v2,9,1,14.1
13,2026-08-19,Guadalajara,Meter_v2,9,0,0.0
13,2026-08-20,Guadalajara,Meter_v2,9,1,6.4
13,2026-08-21,Guadalajara,Meter_v2,9,1,12.3
13,2026-08-22,Guadalajara,Meter_v2,9,1,12.9
13,2026-08-23,Guadalajara,Meter_v2,9,0,1.4
13,2026-08-24,Guadalajara,Meter_v2,9,0,0.8
13,2026-08-25,Guadalajara,Meter_v2,9,1,13.2
13,2026-08-26,Guadalajara,Meter_v2,9,1,11.2
13,2026-08-27,Guadalajara,Meter_v2,9,1,8.3
13,2026-08-28,Guadalajara,Meter_v2,9,1,13.8
13,2026-08-29,Guadalajara,Meter_v2,9,1,11.0
13,2026-08-30,Guadalajara,Meter_v2,9,1,12.0
13,2026-08-31,Guadalajara,Meter_v2,9,1,7.2
13,2026-09-01,Guadalajara,Meter_v2,9,1,13.0
14,2026-08-12,Monterrey,Meter_Audio_v1,2,1,13.7
14,2026-08-13,Monterrey,Meter_Audio_v1,2,1,8.0
14,2026-08-14,Monterrey,Meter_Audio_v1,2,1,6.6
14,2026-08-15,Monterrey,Meter_Audio_v1,2,1,10.0
14,2026-08-16,Monterrey,Meter_Audio_v1,2,1,7.7
14,2026-08-17,Monterrey,Meter_Audio_v1,2,1,7.1
14,2026-08-18,Monterrey,Meter_Audio_v1,2,1,11.5
14,2026-08-19,Monterrey,Meter_Audio_v1,2,1,6.6
14,2026-08-20,Monterrey,Meter_Audio_v1,2,1,11.4
14,2026-08-21,Monterrey,Meter_Audio_v1,2,1,8.9
14,2026-08-22,Monterrey,Meter_Audio_v1,2,0,2.5
14,2026-08-23,Monterrey,Meter_Audio_v1,2,1,7.9
14,2026-08-24,Monterrey,Meter_Audio_v1,2,1,8.0
14,2026-08-25,Monterrey,Meter_Audio_v1,2,1,10.7
14,2026-08-26,Monterrey,Meter_Audio_v1,2,1,6.5
14,2026-08-27,Monterrey,Meter_Audio_v1,2,1,12.4
14,2026-08-28,Monterrey,Meter_Audio_v1,2,1,8.3
14,2026-08-29,Monterrey,Meter_Audio_v1,2,1,14.6
14,2026-08-30,Monterrey,Meter_Audio_v1,2,1,11.8
14,2026-08-31,Monterrey,Meter_Audio_v1,2,0,1.3
14,2026-09-01,Monterrey,Meter_Audio_v1,2,1,10.9
15,2026-08-12,Guadalajara,Meter_v3,7,1,11.1
15,2026-08-13,Guadalajara,Meter_v3,7,1,8.9
15,2026-08-14,Guadalajara,Meter_v3,7,1,14.2
15,2026-08-15,Guadalajara,Meter_v3,7,0,0.5
15,2026-08-16,Guadalajara,Meter_v3,7,1,11.1
15,2026-08-17,Guadalajara,Meter_v3,7,1,13.6
15,2026-08-18,Guadalajara,Meter_v3,7,1,11.2
15,2026-08-19,Guadalajara,Meter_v3,7,1,10.8
15,2026-08-20,Guadalajara,Meter_v3,7,1,11.7
15,2026-08-21,Guadalajara,Meter_v3,7,1,6.2
15,2026-08-22,Guadalajara,Meter_v3,7,1,9.6
15,2026-08-23,Guadalajara,Meter_v3,7,1,11.0
15,2026-08-24,Guadalajara,Meter_v3,7,1,8.7
15,2026-08-25,Guadalajara,Meter_v3,7,1,9.1
15,2026-08-26,Guadalajara,Meter_v3,7,1,8.2
15,2026-08-27,Guadalajara,Meter_v3,7,1,14.9
15,2026-08-28,Guadalajara,Meter_v3,7,1,6.6
15,2026-08-29,Guadalajara,Meter_v3,7,1,12.4
15,2026-08-30,Guadalajara,Meter_v3,7,1,12.1
15,2026-08-31,Guadalajara,Meter_v3,7,1,9.6
15,2026-09-01,Guadalajara,Meter_v3,7,1,9.2
16,2026-08-12,CDMX,Meter_v2,44,1,8.1
16,2026-08-13,CDMX,Meter_v2,44,0,1.3
16,2026-08-14,CDMX,Meter_v2,44,1,13.5
16,2026-08-15,CDMX,Meter_v2,44,1,10.7
16,2026-08-16,CDMX,Meter_v2,44,1,13.7
16,2026-08-17,CDMX,Meter_v2,44,1,6.2
16,2026-08-18,CDMX,Meter_v2,44,1,8.9
16,2026-08-19,CDMX,Meter_v2,44,1,9.0
16,2026-08-20,CDMX,Meter_v2,44,1,6.4
16,2026-08-21,CDMX,Meter_v2,44,1,14.0
16,2026-08-22,CDMX,Meter_v2,44,1,14.0
16,2026-08-23,CDMX,Meter_v2,44,1,11.6
16,2026-08-24,CDMX,Meter_v2,44,1,7.2
16,2026-08-25,CDMX,Meter_v2,44,1,11.5
16,2026-08-26,CDMX,Meter_v2,44,1,13.5
16,2026-08-27,CDMX,Meter_v2,44,1,6.7
16,2026-08-28,CDMX,Meter_v2,44,1,7.9
16,2026-08-29,CDMX,Meter_v2,44,1,10.8
16,2026-08-30,CDMX,Meter_v2,44,1,12.1
16,2026-08-31,CDMX,Meter_v2,44,1,12.0
16,2026-09-01,CDMX,Meter_v2,44,1,13.0
17,2026-08-12,CDMX,Meter_v2,5,1,13.0
17,2026-08-13,CDMX,Meter_v2,5,1,6.1
17,2026-08-14,CDMX,Meter_v2,5,1,11.9
17,2026-08-15,CDMX,Meter_v2,5,1,11.7
17,2026-08-16,CDMX,Meter_v2,5,1,7.3
17,2026-08-17,CDMX,Meter_v2,5,1,11.7
17,2026-08-18,CDMX,Meter_v2,5,0,0.8
17,2026-08-19,CDMX,Meter_v2,5,1,11.6
17,2026-08-20,CDMX,Meter_v2,5,1,14.2
17,2026-08-21,CDMX,Meter_v2,5,0,2.0
17,2026-08-22,CDMX,Meter_v2,5,1,14.9
17,2026-08-23,CDMX,Meter_v2,5,0,1.0
17,2026-08-24,CDMX,Meter_v2,5,0,0.3
17,2026-08-25,CDMX,Meter_v2,5,1,8.5
17,2026-08-26,CDMX,Meter_v2,5,1,12.2
17,2026-08-27,CDMX,Meter_v2,5,1,13.6
17,2026-08-28,CDMX,Meter_v2,5,0,2.9
17,2026-08-29,CDMX,Meter_v2,5,0,2.8
17,2026-08-30,CDMX,Meter_v2,5,1,14.7
17,2026-08-31,CDMX,Meter_v2,5,1,9.7
17,2026-09-01,CDMX,Meter_v2,5,1,9.5
18,2026-08-12,Guadalajara,Meter_v2,11,1,9.8
18,2026-08-13,Guadalajara,Meter_v2,11,0,0.3
18,2026-08-14,Guadalajara,Meter_v2,11,1,13.4
18,2026-08-15,Guadalajara,Meter_v2,11,1,6.8
18,2026-08-16,Guadalajara,Meter_v2,11,1,11.5
18,2026-08-17,Guadalajara,Meter_v2,11,1,7.9
18,2026-08-18,Guadalajara,Meter_v2,11,1,11.5
18,2026-08-19,Guadalajara,Meter_v2,11,1,10.8
18,2026-08-20,Guadalajara,Meter_v2,11,0,1.6
18,2026-08-21,Guadalajara,Meter_v2,11,1,10.9
18,2026-08-22,Guadalajara,Meter_v2,11,1,10.8
18,2026-08-23,Guadalajara,Meter_v2,11,1,14.0
18,2026-08-24,Guadalajara,Meter_v2,11,1,7.9
18,2026-08-25,Guadalajara,Meter_v2,11,1,11.1
18,2026-08-26,Guadalajara,Meter_v2,11,1,15.0
18,2026-08-27,Guadalajara,Meter_v2,11,1,10.6
18,2026-08-28,Guadalajara,Meter_v2,11,1,7.2
18,2026-08-29,Guadalajara,Meter_v2,11,1,12.6
18,2026-08-30,Guadalajara,Meter_v2,11,1,11.1
18,2026-08-31,Guadalajara,Meter_v2,11,1,7.3
18,2026-09-01,Guadalajara,Meter_v2,11,1,6.4
19,2026-08-12,CDMX,Meter_v2,49,1,12.9
19,2026-08-13,CDMX,Meter_v2,49,1,10.6
19,2026-08-14,CDMX,Meter_v2,49,1,12.3
19,2026-08-15,CDMX,Meter_v2,49,1,8.8
19,2026-08-16,CDMX,Meter_v2,49,1,14.5
19,2026-08-17,CDMX,Meter_v2,49,1,8.8
19,2026-08-18,CDMX,Meter_v2,49,1,13.4
19,2026-08-19,CDMX,Meter_v2,49,1,7.5
19,2026-08-20,CDMX,Meter_v2,49,1,12.2
19,2026-08-21,CDMX,Meter_v2,49,1,11.0
19,2026-08-22,CDMX,Meter_v2,49,1,14.1
19,2026-08-23,CDMX,Meter_v2,49,1,12.5
19,2026-08-24,CDMX,Meter_v2,49,1,8.0
19,2026-08-25,CDMX,Meter_v2,49,1,12.3
19,2026-08-26,CDMX,Meter_v2,49,1,13.8
19,2026-08-27,CDMX,Meter_v2,49,1,8.8
19,2026-08-28,CDMX,Meter_v2,49,1,14.0
19,2026-08-29,CDMX,Meter_v2,49,1,6.1
19,2026-08-30,CDMX,Meter_v2,49,1,14.2
19,2026-08-31,CDMX,Meter_v2,49,1,14.5
19,2026-09-01,CDMX,Meter_v2,49,1,7.4
20,2026-08-12,Monterrey,Meter_v3,1,1,8.5
20,2026-08-13,Monterrey,Meter_v3,1,1,8.6
20,2026-08-14,Monterrey,Meter_v3,1,0,2.9
20,2026-08-15,Monterrey,Meter_v3,1,1,8.5
20,2026-08-16,Monterrey,Meter_v3,1,0,0.4
20,2026-08-17,Monterrey,Meter_v3,1,1,6.8
20,2026-08-18,Monterrey,Meter_v3,1,1,13.6
20,2026-08-19,Monterrey,Meter_v3,1,1,13.9
20,2026-08-20,Monterrey,Meter_v3,1,1,9.4
20,2026-08-21,Monterrey,Meter_v3,1,1,9.4
20,2026-08-22,Monterrey,Meter_v3,1,1,11.3
20,2026-08-23,Monterrey,Meter_v3,1,1,11.5
20,2026-08-24,Monterrey,Meter_v3,1,1,10.6
20,2026-08-25,Monterrey,Meter_v3,1,0,1.7
20,2026-08-26,Monterrey,Meter_v3,1,1,14.9
20,2026-08-27,Monterrey,Meter_v3,1,0,1.8
20,2026-08-28,Monterrey,Meter_v3,1,0,0.3
20,2026-08-29,Monterrey,Meter_v3,1,0,1.4
20,2026-08-30,Monterrey,Meter_v3,1,0,2.6
20,2026-08-31,Monterrey,Meter_v3,1,0,2.7
20,2026-09-01,Monterrey,Meter_v3,1,0,1.8
21,2026-08-12,CDMX,Meter_v2,17,1,9.4
21,2026-08-13,CDMX,Meter_v2,17,1,6.2
21,2026-08-14,CDMX,Meter_v2,17,1,7.1
21,2026-08-15,CDMX,Meter_v2,17,1,8.5
21,2026-08-16,CDMX,Meter_v2,17,1,13.0
21,2026-08-17,CDMX,Meter_v2,17,1,14.9
21,2026-08-18,CDMX,Meter_v2,17,1,11.6
21,2026-08-19,CDMX,Meter_v2,17,1,12.8
21,2026-08-20,CDMX,Meter_v2,17,1,7.0
21,2026-08-21,CDMX,Meter_v2,17,0,0.8
21,2026-08-22,CDMX,Meter_v2,17,1,13.0
21,2026-08-23,CDMX,Meter_v2,17,1,12.1
21,2026-08-24,CDMX,Meter_v2,17,1,10.4
21,2026-08-25,CDMX,Meter_v2,17,1,8.2
21,2026-08-26,CDMX,Meter_v2,17,1,6.1
21,2026-08-27,CDMX,Meter_v2,17,1,8.0
21,2026-08-28,CDMX,Meter_v2,17,1,9.7
21,2026-08-29,CDMX,Meter_v2,17,1,14.3
21,2026-08-30,CDMX,Meter_v2,17,1,10.6
21,2026-08-31,CDMX,Meter_v2,17,1,12.0
21,2026-09-01,CDMX,Meter_v2,17,1,8.0
22,2026-08-12,Puebla,Meter_v3,54,1,7.1
22,2026-08-13,Puebla,Meter_v3,54,1,6.6
22,2026-08-14,Puebla,Meter_v3,54,1,7.9
22,2026-08-15,Puebla,Meter_v3,54,1,10.0
22,2026-08-16,Puebla,Meter_v3,54,1,9.9
22,2026-08-17,Puebla,Meter_v3,54,1,7.3
22,2026-08-18,Puebla,Meter_v3,54,1,10.1
22,2026-08-19,Puebla,Meter_v3,54,1,12.3
22,2026-08-20,Puebla,Meter_v3,54,1,7.5
22,2026-08-21,Puebla,Meter_v3,54,1,13.5
22,2026-08-22,Puebla,Meter_v3,54,1,6.1
22,2026-08-23,Puebla,Meter_v3,54,1,6.8
22,2026-08-24,Puebla,Meter_v3,54,1,8.3
22,2026-08-25,Puebla,Meter_v3,54,1,11.2
22,2026-08-26,Puebla,Meter_v3,54,1,9.6
22,2026-08-27,Puebla,Meter_v3,54,1,8.6
